"id,case_id,old_channel_id,drive_folder_id,error_message,failed_at"
"134,8,5492ac9b-1aad-4fe8-811e-3d2d84d6f0da,14Szmdlx_I2urM1kgx3KlYJoB0Hk8xumC,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:12:43.108772+00"
"135,8,289ce270-b32f-46f7-8c54-293b0253dee1,1kHRt5PJTUA-_KfrqH_QjdNg9B9kT6VN0,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:12:44.709694+00"
"136,8,daed17f9-e8be-4b6d-a9e6-23edb9ebee77,12R9EfpiP7aPvt4fJoSo7ZVL7mOzfvskj,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:12:46.209894+00"
"137,8,e5fcb73e-4410-4aeb-84b0-ca2b4c84712d,1Jq7Hsp5TEiZ42_XnMLJJby_DXzDy2NJj,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:12:47.90946+00"
"138,8,2bbed9f7-8c84-47f2-a261-b12a03af8fdc,1F_smJtjU9qTusnza93luN6eOFMkVVw0p,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:12:49.609049+00"
"139,8,703acc59-921e-4169-8340-9dd8030ae697,15vM0Zl2UAoyVJjE4k_IFYB0439XGs13K,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:12:51.10869+00"
"140,8,beec1239-d2fd-4029-96f4-952eec8617dd,1uNwCM3JQQOUjbUqoxt-Icd8vW2gRdbfj,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:12:52.609259+00"
"141,8,7b958d63-1157-4b0c-b39f-aaea15678b67,14swBKjNzfz_-lHJYYi97yQdBnuCI0LAI,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:12:54.108761+00"
"142,8,3b9fc195-55a2-43a0-b2ce-b81794cd6f6a,1D90SGVeVqd10O82IM_haf8_ndpaM8_0R,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:12:55.209002+00"
"143,8,b06cf74a-1231-479b-8d6a-b166b8eeace1,10pUY3YXzFEPAj0Qwa5pzxqsRBYLDxPsW,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:12:56.209469+00"
"144,8,93f9825b-c35f-4164-8c21-040e6615d860,19sBh0oG31EGNqZ0EdOhwSGxNAtz7tSag,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:12:57.809139+00"
"145,8,00b7d8fa-73c3-4e89-9dcb-eb145d0312e2,1qFw4aFd0sIzKTNa1Rz76SE55kXKD5hol,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:30.107896+00"
"146,8,6e6d6f48-71eb-4b43-9228-5b76f8177d2f,1kRpI44q8ARmf7aIS2ytdlHD8AKK6tUSy,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:32.407821+00"
"147,7,bb3234fc-dc71-4659-a8c1-04b3541282ad,19shWwim8zijjO5fLWzuyT8VTI4WxV5ng,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:33.608524+00"
"148,7,bc4075fb-4caa-49d6-8105-f5f7f994d124,1LcTYQceEBAop-IK79LQEMuU-x-W00kW_,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:35.10984+00"
"149,7,831f369b-d55b-4eae-9f8b-6e8ed3cd62eb,1cAvEOdqEpAI52vtEflkeIUd_9xDzLUka,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:37.209393+00"
"150,7,f537801b-5ccf-459e-bffa-7bf3ddbc4bf5,1BTk5U37H3lVlPEVWkm2wD1bl9wyqf1iQ,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:39.109672+00"
"151,7,2da51caa-81a2-4822-8a1f-cc79b691cec2,1j_SF8Zwb3RJ8dYqOXNgqYCowXt3up8HU,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:41.008089+00"
"152,7,bd35ee40-9ce9-4474-9c07-b1eacdc2ffc6,1ykWGfoqxiLMeIJGmCuliv6vVtFEM0YbM,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:42.712067+00"
"153,7,24d5e44e-7642-4612-9b82-49ba302c7a49,1STY8P3gO-hBJeaLbvHHzzULpXoCTY2ZQ,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:44.209245+00"
"154,7,d35abb4f-cd1d-466c-a9d9-7a8cc277464e,1XHPJBN9u33PdojEYcxuqA_RLbyVX_G4L,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:45.508976+00"
"155,7,be6c90d5-c89f-456c-b847-cd37ac2241ba,1-OGiV_uuCk-1neXePMbfbBkLlX5axsEH,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:47.608944+00"
"156,7,b06a16dd-e48f-4450-be06-f577c0c1be80,1K7wOZq5pwDh9s71H9pEl2OaXwUbK_vmT,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:49.109889+00"
"157,7,1c1f1d95-6499-403b-8a0d-77b0a269ef60,1-E27B5zNZKPsiUzzOTYoDqoYA-P6eTcH,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:50.807368+00"
"158,7,f64a96b6-1afc-4f5d-99cd-88f672f262f1,1dnAxK9w2WJ4UXZYRHqyWuHvnT5BNK2sQ,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:52.409924+00"
"159,7,16a7aca5-26be-444b-8250-81da57b9b9e1,1dZ8_vzqMwgTABejE7xo-O6Qxf6YIUfZ3,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:54.008748+00"
"160,7,f0552d95-7f97-4b91-9cc3-dd87b9e4ba30,1GIZgwk6294OoDGIA5VfyPxU2JmhFZasP,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:55.308867+00"
"161,7,90cf65ab-98ae-498a-a540-282de15cb923,168LYfA_FV6r8gHz2TXpIfQZvDGT7bOeD,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:56.609374+00"
"162,7,468e9179-7b19-4a8d-980a-ad11935a0622,10lswJtObm8opN98gi0KMqwRo69spsJKp,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:13:58.309369+00"
"163,7,34a22798-b3f4-4138-8606-6faf4eadca05,1ppKDgVTHgFXLn8_v0KPEsm71FyBp-xun,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:00.109582+00"
"164,7,db0c0340-784e-404f-b32c-3df4b7eedbe9,1FhCp1cr8pR4BmePEXigro4vw2vuVc-OR,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:01.909036+00"
"165,7,53b98188-64f2-4567-866c-b89f3533e345,1Pw2lCfme7W7PAcynFaSYZkHBvut2LILy,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:03.309297+00"
"166,7,2effb389-b1e3-48d6-b3f0-3357426ce905,1jCCZ-zyttpK436kRPiHxA2iQteatMUYg,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:05.007755+00"
"167,7,06ba6ef1-d526-4c6e-88f3-687a8cf10a1f,1qCMXax3nph2z2mA8UK2qGTd6p8JY5NA1,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:06.608993+00"
"168,7,5db57ea3-4774-4ee2-810d-a200fdc47b97,1j_SF8Zwb3RJ8dYqOXNgqYCowXt3up8HU,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:08.107837+00"
"169,7,b141250a-28e4-4552-923a-3bbeb2ade74c,1ykWGfoqxiLMeIJGmCuliv6vVtFEM0YbM,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:10.31013+00"
"170,7,f4054938-49d8-4fde-a36e-784346e18603,1STY8P3gO-hBJeaLbvHHzzULpXoCTY2ZQ,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:12.810329+00"
"171,7,951cf375-1bcf-4635-a4db-2848b5a2ec42,1XHPJBN9u33PdojEYcxuqA_RLbyVX_G4L,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:14.209123+00"
"172,7,23ea24a5-ec71-406e-b975-ff56b0f156e4,1-OGiV_uuCk-1neXePMbfbBkLlX5axsEH,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:18.810442+00"
"173,7,c0d2496b-4f16-4e65-8f67-0fbafb3f7240,1K7wOZq5pwDh9s71H9pEl2OaXwUbK_vmT,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:20.309245+00"
"174,7,95baeb14-9c88-45cc-af75-c02b677b33a7,1-E27B5zNZKPsiUzzOTYoDqoYA-P6eTcH,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:21.909492+00"
"175,7,125572a7-8885-4b9f-b561-34e79f9915a5,1dnAxK9w2WJ4UXZYRHqyWuHvnT5BNK2sQ,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:23.60896+00"
"176,7,98af88c2-6493-472e-bdfc-dadd080c1d34,1dZ8_vzqMwgTABejE7xo-O6Qxf6YIUfZ3,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:24.809675+00"
"177,7,d7fccad0-2145-42af-ac6d-d31c96f932ef,1GIZgwk6294OoDGIA5VfyPxU2JmhFZasP,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:26.608795+00"
"178,7,4d60a5bf-6bb0-4425-a06e-913320323f20,168LYfA_FV6r8gHz2TXpIfQZvDGT7bOeD,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:28.007331+00"
"179,7,1d6ef181-8d53-45fb-807e-5c7be5fbad0d,10lswJtObm8opN98gi0KMqwRo69spsJKp,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:29.110773+00"
"180,7,555c0c3d-422d-4e57-aabb-c3d213428246,1ppKDgVTHgFXLn8_v0KPEsm71FyBp-xun,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:31.107842+00"
"181,7,f8fd3538-ce09-48c6-b3ac-69a4a19d91da,1FhCp1cr8pR4BmePEXigro4vw2vuVc-OR,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:32.408423+00"
"182,7,34c0f580-d15a-4a51-a847-cbd21cab1ff2,1Pw2lCfme7W7PAcynFaSYZkHBvut2LILy,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:34.20768+00"
"183,7,2ac42a12-9a4c-44f1-aed3-7be207e683d5,1jCCZ-zyttpK436kRPiHxA2iQteatMUYg,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:35.408638+00"
"184,7,86c6f4d7-6534-474a-8d7d-2678f9cde2ab,1GNaxQRPYA0Pbvy7C1qlPF5yh-PYYPt02,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:36.809021+00"
"185,7,7e94136a-74b8-4ad9-96d9-3a800d355b4a,1x2ASN6tntyHeogPCi6OpGqrWgqIDXkTd,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:38.108845+00"
"186,7,3e351caa-fb9b-45cf-8ab3-c8f7bc664a14,1OMErvKx1NSPkdZdtBXExgvVh4WUW5EFF,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:39.508434+00"
"187,7,addf7fea-18c4-4948-9e78-f2ba384cb7bf,15x38kn3GhF2Lhs-PsU1zdKot8HzgLhtm,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:41.009906+00"
"188,7,ea818029-a290-4292-bc92-dad10356398f,1nkyCM-cyylWPNFMqDB2EZ7C8uz0lKnP6,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:42.809216+00"
"189,7,4b3b01d9-a2da-4b78-8ff4-3d6fc2433c68,1s3BGzLVDMbTEfAdifS4jb15k3YFIX75m,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:44.609486+00"
"190,7,72c4dddc-989d-4c6b-b5d2-b2d7afff511e,12vlTNpHcmvHkIaGYhI_myl3m6JkgLnDy,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:45.70914+00"
"191,7,04908b1c-39ed-4ad3-8b9b-d6c71821f09d,1G1InrE95a3qbdW5aBceSt69ToczScbWs,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:47.109439+00"
"192,7,c1959180-d775-4080-9946-1ebddf623ace,1IX8hGvKruGdNTxOt2Wiq777Ml4l7dRLX,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:48.709861+00"
"193,7,b7977fea-1331-414c-b23f-26da0dc898ea,1-cL-eDyN7ffeyyxEnUlCenq8ZM2ow8Hc,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:50.108784+00"
"194,7,31e32389-2b7f-4ee1-b9cd-5a93774cf3d4,1-f1A-Gm9hm5t-jBW8Q-fky-FhPmasaiS,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:51.509482+00"
"195,7,810ab6d3-f160-45e0-ab57-4689b5a9c043,1KxDr1c1WHVkB0e5R7nR9irpmHHltEyzL,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:52.809125+00"
"196,7,798ae61b-50aa-4f17-a1f4-21dbcccc9f29,1KZ8bLj2HexXAlnhxFQJ-EXRsgu86tl2Y,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:54.208893+00"
"197,7,88842d5e-e3c0-45cb-a929-62bb02ea591b,1GgCikz-cPalMeQjQIzqcP9p-XJZi_a_S,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:55.410001+00"
"198,7,afa81bce-bb4c-4f1b-8225-c0fb6ddea4c2,1s0oyme60P4L7_-mD6Y5GxSGp6VOHXh3e,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:56.708845+00"
"199,7,b6901679-770d-4eb1-aa28-0a20eb1de6ef,1n3Bq1gbPvwK1fYN0vJYJskCYLlkok5vC,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:58.009178+00"
"200,7,f089262a-de59-4f16-b5a4-092fee0e152c,1G9eYPkn2uHK65rleapc1DY3bSgFT5ZWB,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:14:59.408707+00"
"201,7,b7977fea-1331-414c-b23f-26da0dc898ea,1-cL-eDyN7ffeyyxEnUlCenq8ZM2ow8Hc,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:32:48.230339+00"
"202,7,31e32389-2b7f-4ee1-b9cd-5a93774cf3d4,1-f1A-Gm9hm5t-jBW8Q-fky-FhPmasaiS,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:32:51.829818+00"
"203,7,810ab6d3-f160-45e0-ab57-4689b5a9c043,1KxDr1c1WHVkB0e5R7nR9irpmHHltEyzL,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:32:54.029438+00"
"204,7,798ae61b-50aa-4f17-a1f4-21dbcccc9f29,1KZ8bLj2HexXAlnhxFQJ-EXRsgu86tl2Y,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:32:57.229255+00"
"205,7,88842d5e-e3c0-45cb-a929-62bb02ea591b,1GgCikz-cPalMeQjQIzqcP9p-XJZi_a_S,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:32:59.629728+00"
"206,7,afa81bce-bb4c-4f1b-8225-c0fb6ddea4c2,1s0oyme60P4L7_-mD6Y5GxSGp6VOHXh3e,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:33:01.929845+00"
"207,7,b6901679-770d-4eb1-aa28-0a20eb1de6ef,1n3Bq1gbPvwK1fYN0vJYJskCYLlkok5vC,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:33:04.131779+00"
"208,7,f089262a-de59-4f16-b5a4-092fee0e152c,1G9eYPkn2uHK65rleapc1DY3bSgFT5ZWB,Rate limit exceeded for creating file subscriptions.,2026-06-04 15:33:06.229372+00"
"209,7,b7977fea-1331-414c-b23f-26da0dc898ea,1-cL-eDyN7ffeyyxEnUlCenq8ZM2ow8Hc,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:00:15.356455+00"
"210,7,31e32389-2b7f-4ee1-b9cd-5a93774cf3d4,1-f1A-Gm9hm5t-jBW8Q-fky-FhPmasaiS,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:00:18.422075+00"
"211,7,810ab6d3-f160-45e0-ab57-4689b5a9c043,1KxDr1c1WHVkB0e5R7nR9irpmHHltEyzL,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:00:20.122627+00"
"212,7,798ae61b-50aa-4f17-a1f4-21dbcccc9f29,1KZ8bLj2HexXAlnhxFQJ-EXRsgu86tl2Y,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:00:23.021625+00"
"213,7,88842d5e-e3c0-45cb-a929-62bb02ea591b,1GgCikz-cPalMeQjQIzqcP9p-XJZi_a_S,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:00:24.622278+00"
"214,7,afa81bce-bb4c-4f1b-8225-c0fb6ddea4c2,1s0oyme60P4L7_-mD6Y5GxSGp6VOHXh3e,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:00:26.720785+00"
"215,7,b6901679-770d-4eb1-aa28-0a20eb1de6ef,1n3Bq1gbPvwK1fYN0vJYJskCYLlkok5vC,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:00:28.421496+00"
"216,7,f089262a-de59-4f16-b5a4-092fee0e152c,1G9eYPkn2uHK65rleapc1DY3bSgFT5ZWB,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:00:30.021374+00"
"217,7,b7977fea-1331-414c-b23f-26da0dc898ea,1-cL-eDyN7ffeyyxEnUlCenq8ZM2ow8Hc,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:10:03.20814+00"
"218,7,31e32389-2b7f-4ee1-b9cd-5a93774cf3d4,1-f1A-Gm9hm5t-jBW8Q-fky-FhPmasaiS,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:10:03.901597+00"
"219,7,810ab6d3-f160-45e0-ab57-4689b5a9c043,1KxDr1c1WHVkB0e5R7nR9irpmHHltEyzL,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:10:06.101376+00"
"220,7,798ae61b-50aa-4f17-a1f4-21dbcccc9f29,1KZ8bLj2HexXAlnhxFQJ-EXRsgu86tl2Y,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:10:08.901129+00"
"221,7,88842d5e-e3c0-45cb-a929-62bb02ea591b,1GgCikz-cPalMeQjQIzqcP9p-XJZi_a_S,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:10:10.600716+00"
"222,7,afa81bce-bb4c-4f1b-8225-c0fb6ddea4c2,1s0oyme60P4L7_-mD6Y5GxSGp6VOHXh3e,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:10:12.001049+00"
"223,7,b6901679-770d-4eb1-aa28-0a20eb1de6ef,1n3Bq1gbPvwK1fYN0vJYJskCYLlkok5vC,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:10:13.900343+00"
"224,7,f089262a-de59-4f16-b5a4-092fee0e152c,1G9eYPkn2uHK65rleapc1DY3bSgFT5ZWB,Rate limit exceeded for creating file subscriptions.,2026-06-04 16:10:16.001379+00"
